Date,Portfolio Return,Cumulative Return
2020-08-06,0.0011223309757582012,3.1900255053168904
2020-08-07,-0.01732183411405344,3.134768412694192
2020-08-10,0.00205464055988977,3.1412092350207748
2020-08-11,-0.02664776249922507,3.0575030373655685
2020-08-12,0.05659924104752656,3.2305553887809673
2020-08-13,0.0124906740401389,3.270907203110845
2020-08-14,0.005540399645590693,3.2890293362197203
2020-08-17,0.05755706757313095,3.478336219974529
2020-08-18,9.304539606300177e-05,3.478659863145757
2020-08-19,-0.008250198443510548,3.449960228957329
2020-08-20,0.01697575025692405,3.508525892200429
2020-08-21,0.009757984529437935,3.5427620335776537
2020-08-24,0.0003663280408137959,3.5440598466524835
2020-08-25,-0.002671394336492494,3.534592265249946
2020-08-26,0.019411668892556133,3.6032045999731674
2020-08-27,0.0014969590784479347,3.6085984498106027
2020-08-28,0.011884452873119983,3.6514846680253905
2020-08-31,0.03298432966647455,3.771926442087617
2020-09-01,0.003828644543970361,3.786367807680373
2020-09-02,-0.023990800099718906,3.6955298145023026
2020-09-03,-0.06212882789359674,3.4659308786814336
2020-09-04,-0.013685559201515448,3.418497676452878
2020-09-08,-0.1334187169237896,2.962406102653579
2020-09-09,0.0882774139887269,3.2239196525802605
2020-09-10,-0.008949880601494542,3.1950659566208555
2020-09-11,-0.004122020159549822,3.181895830336573
2020-09-14,0.09200664920541435,3.474651403806521
2020-09-15,0.04052615643539981,3.6154656701556656
2020-09-16,-0.027233341524265597,3.5170044587910585
2020-09-17,-0.0227841362354953,3.4368725500611186
2020-09-18,0.011103005822034051,3.4750321659940364
2020-09-21,0.021641752064686548,3.55023795054729
2020-09-22,-0.023180153060130326,3.4679428914537205
2020-09-23,-0.07204131209326209,3.218107735288893
2020-09-24,0.019015379606782346,3.2793012754909343
2020-09-25,0.046495837383951244,3.4317751343291447
2020-09-28,0.02327558560379417,3.5116517102411953
2020-09-29,0.004788291299023473,3.5284665215705444
2020-09-30,0.0233806479363865,3.6109643550667117
2020-10-01,0.025422998523763063,3.7027658965349337
2020-10-02,-0.05717698615706229,3.4910529021259133
2020-10-05,0.03496718974230317,3.6131252113549683
2020-10-06,-0.010297570225949793,3.575918800755891
2020-10-07,0.02195295565011568,3.6544207875973
2020-10-08,-0.0037557585134097016,3.6406956656127
2020-10-09,0.004492931063894441,3.6570530602629168
2020-10-12,0.02260696853006331,3.7397279437090525
2020-10-13,6.510216964417115e-05,3.7399714081120665
2020-10-14,0.005594368893034357,3.760894187818447
2020-10-15,-0.007999670885305732,3.73080827208144
2020-10-16,-0.012221479673821534,3.6852122746172715
2020-10-19,-0.005379821759173564,3.665386489435112
2020-10-20,0.005146370854149124,3.6842499276335325
2020-10-21,0.008615664233979747,3.715992187964087
2020-10-22,0.005418282009347047,3.7361264815830073
2020-10-23,-0.0042622321883512004,3.720202243033453
2020-10-26,-0.01016263674273728,3.682395179027987
2020-10-27,0.024730480391048488,3.77346258079503
2020-10-28,-0.04314735275446302,3.6106476597157005
2020-10-29,0.018613497592095886,3.6778544412357257
2020-10-30,0.00808458072996765,3.707588352378966
2020-11-02,-0.013585108198026608,3.6572203634581544
2020-11-03,0.02950532012761009,3.7651278210592016
2020-11-04,0.013147117963686394,3.8146284006710243
2020-11-05,0.03410621144580217,3.9447309234914725
2020-11-06,0.0029708731607577246,3.956450218718484
2020-11-09,-0.031224995014821563,3.8329100803626095
2020-11-10,-0.030574485182918495,3.715720827903104
2020-11-11,0.023520943556815443,3.803118087769096
2020-11-12,0.01051590928270633,3.843111332571495
2020-11-13,-0.011133244106446227,3.800325035977727
2020-11-16,0.031410181585556085,3.9196939354419222
2020-11-17,0.012722168600405842,3.9695609425506024
2020-11-18,0.03021340209220097,4.089494883437379
2020-11-19,0.006407973799773536,4.115700259504754
2020-11-20,0.002346269680077312,4.125356802235917
2020-11-23,0.029039232619940826,4.245153998056301
2020-11-24,0.04923116512432172,4.454147875512786
2020-11-25,0.01056538201658926,4.501207649375957
2020-11-27,0.004696053592478636,4.522345561728302
2020-11-30,0.014834281906570174,4.589431310669905
2020-12-01,-0.009705874271326112,4.544886867391656
2020-12-02,0.002574724388491406,4.556588698452064
2020-12-03,0.013294898670753619,4.617168083482285
2020-12-04,-0.0007774994798935009,4.613578237698796
2020-12-07,0.014037072935345007,4.678339371914294
2020-12-08,-0.013767626675738304,4.61392974197937
2020-12-09,-0.019636103946320423,4.523330137964844
2020-12-10,0.01649297998932834,4.597933331415423
2020-12-11,-0.014336687978987683,4.532014195894733
2020-12-14,0.021128073389867105,4.627766924429516
2020-12-15,0.003992717419971609,4.646244290044255
2020-12-16,0.02838958518921493,4.778149238126369
2020-12-17,0.04487421180629821,4.992564919080154
2020-12-18,0.029835924274840935,5.141522707943057
2020-12-21,-0.040455282770041734,4.93352095292463
2020-12-22,0.004414449176276166,4.95529973043141
2020-12-23,0.0031419947514525664,4.970869256176299
2020-12-24,0.01600355021724109,5.050420811940857
2020-12-28,0.007060066618692221,5.086077119325589
2020-12-29,0.007231914036748573,5.122859191836825
2020-12-30,0.03519891028510336,5.303178252933506
2020-12-31,0.007909192975207535,5.345122113117881
2021-01-04,-0.003036370587613229,5.32889234154641
2021-01-05,0.03967433621941985,5.540312607982013
2021-01-06,0.041906886371240036,5.772489858905864
2021-01-07,0.05085142423575598,6.0660291896176854
2021-01-08,0.04745880463543132,6.353915683840575
2021-01-11,-0.03768897106988653,6.114443139451809
2021-01-12,0.002318066267708613,6.128616823839195
2021-01-13,0.02593266831468566,6.28754821115962
2021-01-14,0.006775213385209922,6.330147691960021
2021-01-15,-0.03505223206948327,6.108261886027335
2021-01-19,0.006268455404975744,6.146551253261809
2021-01-20,-0.0008599680971455024,6.141265415276535
2021-01-21,-0.03533078085629665,5.924289712709046
2021-01-22,0.01132767931642209,5.991398166752193
2021-01-25,0.011994488394826974,6.063261922532089
2021-01-26,-0.0025282334744911317,6.047932580774935
2021-01-27,-0.030253613894513642,5.8649607636161205
2021-01-28,0.01677504897568799,5.963345767666269
2021-01-29,-0.009140355351203572,5.908838668267703
2021-02-01,0.03231736087651334,6.0997967398712065
2021-02-02,0.030175007375328355,6.283858151484824
2021-02-03,0.012388686798174453,6.361706902007724
2021-02-04,-0.00012219542213418033,6.360929530547339
2021-02-05,0.010322993772748978,6.426593366480074
2021-02-08,0.07066802845883224,6.88074804939583
2021-02-09,-0.003858534915797185,6.854198442800433
2021-02-10,-0.011391782945692125,6.776116901873349
2021-02-11,0.025135614933736866,6.946438767064825
2021-02-12,-0.00020271864344253987,6.945030594421208
2021-02-16,0.009051168433512807,7.0078912361072145
2021-02-17,0.013210840394700746,7.100471368730848
2021-02-18,-0.009449386771241852,7.033376268509581
2021-02-19,0.014783553436491403,7.137354562414043
2021-02-22,-0.019391610724191634,6.998949761139176
2021-02-23,-0.037088088617043345,6.739372092171812
2021-02-24,0.022806709453941105,6.893074993379973
2021-02-25,-0.043271254687725226,6.594802989759839
2021-02-26,-0.00579393115162293,6.556593155278653
2021-03-01,0.03161501995443983,6.763879978715932
2021-03-02,-0.02379030096809668,6.602965238310197
2021-03-03,0.03511936705017682,6.834857198133971
2021-03-04,0.001245981177729838,6.843373301555317
2021-03-05,0.02147308161498085,6.990321614981395
2021-03-08,0.002285274381708058,7.006296417888013
2021-03-09,0.016673752664292274,7.123117671452594
2021-03-10,0.014160974350569178,7.223987958094119
2021-03-11,0.028297778139749985,7.428410766616492
2021-03-12,-0.007196693085931238,7.374950774212925
2021-03-15,-0.030302085264435952,7.151474387031707
2021-03-16,0.003517145755399964,7.176627164816907
2021-03-17,0.016641736295991527,7.29605870158844
2021-03-18,-0.044198551147975496,6.973583477887653
2021-03-19,0.01604814314338765,7.085496543763157
2021-03-22,-0.024968296770829068,6.908583763289795
2021-03-23,-0.02886423601150273,6.709172771040962
2021-03-24,0.011659377443364038,6.787397548711269
2021-03-25,-0.031550733342737725,6.573250178560728
2021-03-26,0.05377714638305353,6.92674081562562
2021-03-29,0.02091913556394931,7.071642245764033
2021-03-30,0.001904726612580454,7.085111790944188
2021-03-31,1.9359634988669328e-05,7.085248956122315
2021-04-01,0.0015018675387703517,7.095890061533622
2021-04-05,0.0025470692764816283,7.113963785098646
2021-04-06,-0.01183173383087055,7.029793259110906
2021-04-07,-0.00824460202541516,6.971835411368589
2021-04-08,0.026428507187602035,7.156090613648723
2021-04-09,0.0022217875218108474,7.171989926479076
2021-04-12,0.02550328702371485,7.354899244105263
2021-04-13,0.030403057304184685,7.5785106672903
2021-04-14,-0.02378090633803383,7.398286814929679
2021-04-15,0.017147149444109666,7.5251463445756634
2021-04-16,-0.011342543095033353,7.439792047865882
2021-04-19,-0.018349604936417047,7.303274802978446
2021-04-20,-0.0019234667026346575,7.289227197074726
2021-04-21,-0.0038712509936205675,7.261008769045325
2021-04-22,-0.021581654019713088,7.104304189957685
2021-04-23,0.01766511504034618,7.229802540754901
2021-04-26,0.00743343532297828,7.283544810339507
2021-04-27,-0.011635932684308181,7.198793973223254
2021-04-28,-0.00229380926651738,7.182281312899725
2021-04-29,-0.0013023987518440512,7.172927118682412
2021-04-30,0.0017830316530691448,7.18571667478018
2021-05-03,-0.010595732593060792,7.109578742404712
2021-05-04,-0.007057621213205467,7.059402028655362
2021-05-05,0.0032797886480642746,7.082555375291068
2021-05-06,-0.004778365721629707,7.0487123354642325
2021-05-07,0.007617602481824637,7.102406624044533
2021-05-10,-0.02577642365870329,6.9193319819067804
2021-05-11,0.007835820864709945,6.973550627820461
2021-05-12,0.012254948938686727,7.059011134685748
2021-05-13,-0.0342009999032471,6.81758589555134
2021-05-14,0.024287105283134602,6.9831653219734084
2021-05-17,0.013767689439655673,7.079307373432111
2021-05-18,-0.011770013864614959,6.995983827494944
2021-05-19,-0.032524008595155696,6.768446389357929
2021-05-20,-0.02067552652575244,6.628505196496626
2021-05-21,0.024657576354655486,6.791948069496472
2021-05-24,0.019424356319353575,6.923877288900917
2021-05-25,0.0012962185064622211,6.932852146779263
2021-05-26,0.002729125402529564,6.951772769685021
2021-05-27,-0.0019184873874141806,6.93843588130621
2021-05-28,0.020457952047720607,7.080382069852157
2021-06-01,0.011170540855252598,7.159473767034238
2021-06-02,0.023989090112815248,7.3312230283919595
2021-06-03,0.0055615124762097845,7.371995716730238
2021-06-04,0.023814825212115975,7.547558506188636
2021-06-07,-0.001641842718444364,7.535166602213217
2021-06-08,0.0013250953796872245,7.545151416662984
2021-06-09,-0.0033570237100869482,7.51982216446105
2021-06-10,0.004281273343762382,7.552016578643591
2021-06-11,0.015895283939100224,7.672058026473923
2021-06-14,0.0052159683242450905,7.7120752381217805
2021-06-15,0.00235800805468539,7.730260373651612
2021-06-16,0.0008193234180630116,7.7365939570034685
2021-06-17,0.01608626293097498,7.861046841586019
2021-06-18,0.003727266946561225,7.890347061644032
2021-06-21,0.008424578235193159,7.95681990776768
2021-06-22,0.008395155977046986,8.023618651974662
2021-06-23,0.0031003779324001446,8.048494902181238
2021-06-24,0.015400238857861126,8.172443646121106
2021-06-25,-0.0035159664126991706,8.143709608751667
2021-06-28,0.019937614825015847,8.306075754177739
2021-06-29,-0.0028362290488224877,8.282517820842019
2021-06-30,0.0013154575152733623,8.293413121154831
2021-07-01,0.010603464604380072,8.381352033634498
2021-07-02,0.00470689762851743,8.420802199645381
